M.;MONOTTO;Josué;1990-01-26;14 Rue de la Sainte Famille, Villeurbanne;195535864;jmonotto449@free.fr
M.;PATTIT;Philipe;1991-01-19;6 Rue Lafontaine, Villeurbanne;438848608;ppattit@outlook.com
M.;MITHAIS;Franck;1996-11-06;15 Avenue Roberto Rossellini, Villeurbanne;418269213;franck.mithais@outlook.com
Mme;LOU;Silvia;1985-01-22;19 Avenue Paul Kruger, Villeurbanne;378851388;silvia.lou@laposte.net
M.;JULOON;Renaud;1996-10-12;15 Place de Croix Luizet, Villeurbanne;340084975;rjuloon@gmail.com
M.;IGARWAL;Mick;1992-07-09;8 Avenue Jean Capelle, Villeurbanne;590579778;mick.igarwal@outlook.com
M.;COTOLANO;Benjamin;1988-03-30;11 Rue Mansard, Villeurbanne;739902865;benjamin.cotolano@gmail.com
M.;KLANGSHEIM;Alexis;1992-09-28;5 Avenue Henri Barbusse, Villeurbanne;297899026;aklangsheim3542@yahoo.com
M.;IULIS;Deschances;1974-06-18;4 Rue Yvonne Chanu, Villeurbanne;346764898;diulis907@free.fr
M.;LEU;Frédéric;1984-05-12;5 Rue Jean Baptiste Durand, Villeurbanne;818612679;frederic.leu@yahoo.com
M.;BRICHTI;Michael;1981-04-01;3 Rue Octavie, Villeurbanne;578720036;michael.brichti@outlook.com
M.;DURAF;Vincent;1988-09-05;17 Rue Pierre Baratin, Villeurbanne;102651424;vincent.duraf@gmail.com
M.;BONSAL;Martin;1995-05-19;5 Impasse Martin, Villeurbanne;603847954;mbonsal8320@gmail.com
M.;PRIMEULT;Cheng;1971-10-03;10 Impasse Bayet, Villeurbanne;618703838;cprimeult7807@hotmail.com
Mme;SOUMOELLIN;Stéphanie;1983-05-22;16 Rue Sylvestre, Villeurbanne;239372281;ssoumoellin3265@yahoo.com
M.;WOSTERLAND;Michaël;1982-06-08;17 Rue du Luxembourg, Villeurbanne;306449347;michael.wosterland@outlook.com
M.;PETHIN;Ismael;1983-08-03;3 Rue de la Boube, Villeurbanne;469760096;ipethin4798@laposte.net
M.;GOYAT;Michaël;1991-10-19;6 Avenue Salvador Allende, Villeurbanne;869780675;mgoyat@yahoo.com
M.;OYOUB;Khalid;1990-01-18;5 Rue Georges Courteline, Villeurbanne;164758327;koyoub3682@laposte.net
M.;GECQUOL;Jérôme;1987-04-09;4 Rue du 14 Juillet 1789, Villeurbanne;151969353;jerome.gecquol@outlook.com
M.;DUCLIS-MOYNA-BRESSIND;Juan Carlos;1990-11-11;14 Rue du 4 Septembre 1797, Villeurbanne;475222876;juan-carlos.duclis-moyna-bressind@gmail.com
M.;EKIN;Yachen;1983-11-16;8 Impasse des Moineaux, Villeurbanne;406224761;yekin6704@yahoo.com
M.;DA ALMEADA;Lucas;1988-11-23;20 Rue des Peupliers, Villeurbanne;222930358;ldaalmeada5311@laposte.net
Mme;GAYEL;Camille;1984-05-19;10 Rue Baudelaire, Villeurbanne;428007020;cgayel5170@free.fr
M.;GAMAZ HERNENDEZ;Antoine;1993-05-24;13 Rue George Sand, Villeurbanne;260543745;antoine.gamaz-hernendez@hotmail.com
M.;JELY;Sébastien;1991-01-12;16 Boulevard Niels Bohr, Villeurbanne;288498098;sjely9488@outlook.com
Mme;BOIUVAAS;Saskia;1992-02-14;7 Rue Ernest Renan, Villeurbanne;355885411;saskia.boiuvaas@free.fr
M.;DUFFY-CIISSORD;Franco;1996-09-05;7 Rue Pelisson, Villeurbanne;930818759;fduffy-ciissord@yahoo.com
M.;FRAPAN;Thomas;1986-07-07;8 Rue Charles Montaland, Villeurbanne;553989230;tfrapan4114@free.fr
M.;HOLGERT;Yoann;1992-03-22;9 Boulevard de la Bataille de Stalingrad, Villeurbanne;583381026;yholgert4839@outlook.com
M.;BAURGIOOS;Rafael;1985-03-25;9 Rue Branly, Villeurbanne;535249412;rafael.baurgioos@hotmail.com
M.;GORVEIS;Vianney;1995-05-03;1 Rue Eugene Fourniere, Villeurbanne;271988194;vgorveis1260@outlook.com
M.;BLIT ROUX;Thomas;1985-03-27;4 Allée Henri Georges Clouzot, Villeurbanne;447789852;thomas.blit-roux@gmail.com
M.;CALERI CORTES;Chen;1970-10-28;2 Allée Louis Pergaud, Villeurbanne;837530918;ccalericortes6619@outlook.com
M.;CHIBAH;Pierre-Henri;1987-06-14;15 Rue Berthelot, Villeurbanne;295682848;pierre-henri.chibah@yahoo.com
M.;CHAUSSAERE;Dana;1996-04-17;18 Rue Louis Teillon, Villeurbanne;944045216;dana.chaussaere@gmail.com
M.;FILCH;Julien;1978-03-09;17 Rue du Dr Pierre Fleury Papillon, Villeurbanne;272772252;julien.filch@outlook.com
M.;NGUYAN;Meng;1979-10-21;12 Rue Léon Piat, Villeurbanne;807440244;mnguyan2059@outlook.com
M.;ILBA;Jose;1993-08-23;3 Allée Louis Pergaud, Villeurbanne;406836368;jilba@hotmail.com
M.;DEKEW;Samuel;1984-04-18;14 Rue Lafontaine, Villeurbanne;713200950;sdekew4845@yahoo.com
M.;DEEZ MILLAN;Eduardo;1993-04-01;8 Avenue Roger Salengro, Villeurbanne;240220484;edeezmillan@laposte.net
M.;HIUELLON;Juan Felix;1997-11-30;18 Impasse Chevreul, Villeurbanne;189275148;juan-felix.hiuellon@free.fr
M.;BARGHENI;Lionel;1986-03-17;6 Rue des Muriers, Villeurbanne;656816294;lionel.bargheni@free.fr
M.;THEUVANON-JENNER;Gwenaël;1983-10-07;2 Rue Leo Lagrange, Villeurbanne;682832325;gwenael.theuvanon-jenner@outlook.com
Mme;ROUVEIRE;Yaelle;1986-10-16;16 Rue René Prolongee, Villeurbanne;722193930;yaelle.rouveire@outlook.com
M.;OGARWAL;Alexandru;1991-07-07;2 Rue Frédéric Fays, Villeurbanne;456231397;aogarwal@outlook.com
Mme;VOLLENUOVA ZACARIAS;Ainhoa;1987-05-08;18 Rue Paret, Villeurbanne;859181663;ainhoa.vollenuova-zacarias@free.fr
M.;AUGUSTAN;Frédéric;1993-08-26;11 Rue Bernard Lecache, Villeurbanne;849969775;faugustan3695@outlook.com
M.;DEAN;Fabio;1995-07-11;15 Rue Frédéric Fays, Villeurbanne;872512646;fabio.dean@outlook.com
M.;BIAGNO;Mathis;1989-04-04;12 Rue Bonnet, Villeurbanne;331780874;mbiagno4065@laposte.net
M.;MADREE;Maximilian;1979-05-05;8 Avenue Piaton, Villeurbanne;728220252;maximilian.madree@free.fr
Mme;SIDRY;Flavia;1991-11-05;18 Rue du Cimetière, Villeurbanne;561582103;fsidry6460@hotmail.com
M.;HUING;Paul;1994-10-21;5 Rue Max Linder, Villeurbanne;873369755;paul.huing@free.fr
M.;ISCINDELL;Quentin;1974-04-17;20 Rue Montgolfier, Villeurbanne;159696393;qiscindell4962@hotmail.com
M.;SIJILMISSI;Thibaut;1995-01-28;18 Rue Charles Montaland, Villeurbanne;143413882;thibaut.sijilmissi@laposte.net
M.;DURINTAN;Youssef;1997-04-20;9 Rue Jean Voillot, Villeurbanne;833767742;ydurintan4548@yahoo.com
Mme;LIHMAM BONNANI;Elisa;1994-09-13;14 Rue Berthelot, Villeurbanne;206582557;elisa.lihmam-bonnani@yahoo.com
M.;DREAI;Andres Eugenio;1995-04-23;13 Rue Mauvert, Villeurbanne;388086325;andres-eugenio.dreai@gmail.com
M.;CRIUX;Lyes;1993-01-06;7 Impasse du Boucheret, Villeurbanne;394836966;lcriux2062@hotmail.com
M.;KERAMNES;Romain;1978-01-10;11 Rue Pierre Larousse, Villeurbanne;723696339;rkeramnes7888@yahoo.com
M.;VORY;Quentin;1973-10-04;13 Place Jules Grandclement, Villeurbanne;392492772;qvory5639@laposte.net
Mme;TO;Yixin;1994-04-30;9 Place de la Paix, Villeurbanne;388239624;yto@hotmail.com
M.;NAGUEIRI DE SOUZA;Mathias;1992-02-20;7 Rue Bonnet, Villeurbanne;931360527;mnagueiridesouza@gmail.com
M.;HERNENDEZ;Grégory;1988-09-29;11 Rue Marguerite, Villeurbanne;756438609;ghernendez@yahoo.com
Mme;MORON;Oana-Maria;1987-11-13;3 Impasse François Chanteur, Villeurbanne;790561609;oana-maria.moron@outlook.com
M.;BABARAER;Raphaël;1983-11-30;9 Impasse des Antonins, Villeurbanne;862614921;rbabaraer@outlook.com
M.;GUOGUEN;Richard;1970-12-15;6 Rue de l'Union, Villeurbanne;262090059;rguoguen@hotmail.com
M.;VERY;Johann;1995-10-30;6 Place Albert Thomas, Villeurbanne;560527019;jvery112@outlook.com
M.;ASCEUTE;Nicolas;1987-08-17;17 Rue de Fontanieres, Villeurbanne;931763010;nasceute@gmail.com
M.;DOVED;Stéphane;1982-12-13;1 Rue Pierre Cacard, Villeurbanne;152947597;stephane.doved@outlook.com
M.;BLECH;Benoît;1976-11-19;10 Rue des Fleurs, Villeurbanne;399031794;bblech7507@free.fr
M.;TIAXEIRA DA CUNHA JUNIER;Marouane;1995-01-30;18 Rue de la Fraternite, Villeurbanne;961652444;mtiaxeiradacunhajunier5110@free.fr
M.;BRIVET;Rémi;1997-03-08;3 Petite Rue de la Rize, Villeurbanne;720517002;remi.brivet@hotmail.com
M.;INADAA PONAFFI;Damien;1997-12-04;17 Rue de Bruxelles, Villeurbanne;176507917;damien.inadaa-ponaffi@laposte.net
Mme;DESHOYES;Tracey;1984-10-26;9 Place Paul Strauss, Villeurbanne;270003003;tdeshoyes4046@yahoo.com
M.;ZONTEDESCHI;Guillaume;1989-02-07;5 Impasse Martin, Villeurbanne;857708855;guillaume.zontedeschi@yahoo.com
M.;CHOS;Nicolas;1992-10-31;9 Rue des Acacias, Villeurbanne;872632641;nchos6250@outlook.com
M.;ADI ABDALLAH OUMBAROK;Julien;1983-09-10;18 Rue Louis Guerin, Villeurbanne;400773382;julien.adi-abdallah-oumbarok@outlook.com
M.;BETTAL;Thiago;1983-08-01;9 Rue Château Gaillard, Villeurbanne;880909800;thiago.bettal@laposte.net
M.;DOSSOU-GBATE;Emmanuel;1991-01-21;8 Rue de la Convention, Villeurbanne;802562476;emmanuel.dossou-gbate@free.fr
M.;LOURONT;Sébastien;1989-10-31;1 Rue Hippolyte Kahn, Villeurbanne;705816871;sebastien.louront@yahoo.com
M.;JIAN;Sébastien;1988-02-08;2 Rue Marcel Dutartre, Villeurbanne;395730422;sjian@outlook.com
M.;ZOBONGE;Rafael Armando;1989-03-15;14 Rue Jean Claude Vivant, Villeurbanne;257054651;rzobonge8769@laposte.net
Mme;MENETTO;Catalin;1973-05-17;14 Rue de l'Union, Villeurbanne;964474543;cmenetto1960@gmail.com
Mme;DEVELLE;Servane;1992-05-24;3 Allée Athena, Villeurbanne;829249483;servane.develle@outlook.com
M.;IGUIL FORRER;Guillaume;1992-03-17;12 Avenue du Commandant l'Herminier, Villeurbanne;810286833;guillaume.iguil-forrer@free.fr
M.;ZIHLAKE;Nicolas;1987-02-18;12 Rue Joseph Gillet, Villeurbanne;508618538;nicolas.zihlake@outlook.com
Mme;IGARWAL;Manon;1973-07-03;19 Avenue Marcel Cerdan, Villeurbanne;871922334;manon.igarwal@laposte.net
M.;SENCHIZ;Marc;1996-11-14;14 Rue Mansard, Villeurbanne;938101703;msenchiz1104@laposte.net
M.;TIMAILLON;Dan;1997-06-04;15 Rue Philippe Verzier, Villeurbanne;551035127;dan.timaillon@outlook.com
M.;CIMOTS;Lucas;1970-01-30;16 Rue du Foyer, Villeurbanne;905584011;lucas.cimots@gmail.com
M.;CHAS;Chongguang;1994-07-19;11 Rue Louis Braille, Villeurbanne;661727682;cchas9019@outlook.com
M.;LAZONO ROMERO;Radouan;1996-10-12;15 Rue Alfred Brinon, Villeurbanne;310541825;radouan.lazono-romero@yahoo.com
M.;CLIMENT;Jérémy;1996-06-21;19 Rue Louis Goux, Villeurbanne;896616491;jeremy.climent@hotmail.com
M.;DALHOMME;Ali;1983-12-10;15 Impasse Amblard, Villeurbanne;496365932;adalhomme1395@outlook.com
M.;FAVRO;Samuel;1989-03-15;12 Rue Léon Blum, Villeurbanne;642049305;sfavro@free.fr
M.;BLOCHI;Hicham;1987-01-04;1 Rue Lancon, Villeurbanne;146451069;hicham.blochi@laposte.net
Mme;DO MORI MARTEN;Souad;1976-02-03;17 Rue Jean Ottavi, Villeurbanne;535729621;souad.do-mori-marten@gmail.com
M.;BOSKURT;Xavier;1995-08-17;19 Rue Edison, Villeurbanne;833990833;xboskurt@yahoo.com
M.;GATTIRO;Vitor Paulo;1981-06-28;17 Rue Dedieu, Villeurbanne;942191942;vitor-paulo.gattiro@hotmail.com
M.;FOURA;Stéphane;1991-05-22;16 Rue Émile Duniere, Villeurbanne;543158561;sfoura1322@laposte.net
M.;STARRS;Jean;1995-06-19;16 Rue Paul Gojon, Villeurbanne;472668490;jean.starrs@outlook.com
M.;HOLLE;Benjamin;1991-12-17;2 Rue de l'Espoir, Villeurbanne;954234114;benjamin.holle@gmail.com
M.;ZHU;Fabien;1978-06-12;14 Rue de Verdun, Villeurbanne;181849564;fabien.zhu@laposte.net
M.;FARIST;Alexis;1978-11-10;7 Rue Léon Fabre, Villeurbanne;753048493;alexis.farist@outlook.com
M.;BLENCHARD;Lambert;1986-01-22;18 Cours Docteur Jean Damidot, Villeurbanne;188182929;lblenchard7206@gmail.com
M.;REPLUMEZ;Sylvain;1984-09-06;14 Rue Colin, Villeurbanne;684231858;sylvain.replumez@free.fr
M.;MIENE;Philipp;1993-08-30;1 Impasse Metral, Villeurbanne;963476700;philipp.miene@hotmail.com
M.;RIYNIUD;Martin;1976-06-11;15 Rue Clos Poncet, Villeurbanne;183766588;mriyniud9456@free.fr
M.;JICQUET;Emiliano;1977-05-19;11 Rue Sully Prudhomme, Villeurbanne;409541672;emiliano.jicquet@hotmail.com
Mme;SAORFOCK;Myriam;1987-01-21;9 Impasse des Glycines, Villeurbanne;534766147;msaorfock1741@gmail.com
Mme;ZAMERA CRESOSTOMO;Yunjie;1995-08-24;16 Allée Marcel Doret, Villeurbanne;758052382;yunjie.zamera-cresostomo@outlook.com
M.;EISSA;Mehdi;1985-03-25;3 Rue Edison, Villeurbanne;580114700;mehdi.eissa@yahoo.com
M.;MIHAJAN;Adrian;1990-03-20;8 Rue Jean Zuber, Villeurbanne;170364126;adrian.mihajan@outlook.com
M.;GROSAAVA;Kilian;1986-04-09;8 Rue Berthelot, Villeurbanne;420148686;kilian.grosaava@outlook.com
Mme;BRADIAR;Silvia;1990-06-06;12 Rue Clement Michut, Villeurbanne;261602886;silvia.bradiar@free.fr
M.;MIREN;Johann;1973-12-29;14 Rue Valentin Hauy, Villeurbanne;870393985;johann.miren@gmail.com
M.;DENACI;Yu Kan;1986-12-25;11 Rue Lakanal, Villeurbanne;510363475;yu-kan.denaci@hotmail.com
M.;FOVRAAUX;Zhifan;1995-12-03;14 Rue Chambfort, Villeurbanne;861104789;zfovraaux4676@yahoo.com
M.;RITILIO;Yvon Patrick;1987-12-23;1 Avenue Salvador Allende, Villeurbanne;686468605;yritilio3830@yahoo.com
M.;BANTIKOUS;Anh-Toàn;1992-07-19;18 Rue Richelieu, Villeurbanne;243307255;anh-toan.bantikous@yahoo.com
Mme;LOANG;Yi;1990-02-19;3 Impasse des Glycines, Villeurbanne;462966893;yloang4636@hotmail.com
M.;MEE;Mathieu;1994-04-30;19 Rue Louis Becker, Villeurbanne;430438518;mathieu.mee@laposte.net
Mme;CHARLOT;Valérie;1970-03-25;20 Avenue Monin, Villeurbanne;262705507;valerie.charlot@yahoo.com
M.;SENOPAYIN;Nicolas;1987-04-08;10 Rue Etienne Gagnaire, Villeurbanne;788091695;nsenopayin6186@yahoo.com
M.;INDRADO SELVA;Matteo;1990-09-20;5 Avenue de Bel Air, Villeurbanne;150527394;matteo.indrado-selva@outlook.com
Mme;DA SELVA SERAPIAA;Julie;1990-07-20;8 Rue Hippolyte Kahn, Villeurbanne;971188782;jdaselvaserapiaa@gmail.com
M.;GEMEZ HERNENDEZ;Michaël;1972-06-04;20 Rue des Roses, Villeurbanne;408425872;michael.gemez-hernendez@laposte.net
M.;DINIEUD;Hoang Son;1993-11-09;14 Rue Philippe Verzier, Villeurbanne;610503985;hoang-son.dinieud@hotmail.com
M.;FANTEN;Cédric;1992-06-12;12 Rue Jean Bertin, Villeurbanne;122897771;cfanten9224@yahoo.com
Mme;HEUSTANT;Iulia-Margareta;1984-02-26;20 Rue Jean Jaurès, Villeurbanne;672188486;iheustant@gmail.com
M.;DOMONGUAS;Salim;1987-02-07;16 Avenue Antoine Dutrievoz, Villeurbanne;902507762;salim.domonguas@hotmail.com
M.;BANTREI;Stuart;1986-04-14;16 Rue Tranquille, Villeurbanne;359612265;stuart.bantrei@gmail.com
M.;SINIPAYON;Mohammed Oussama;1986-07-28;15 Rue du Caporal Morange, Villeurbanne;673640811;msinipayon2394@yahoo.com
M.;TRIVINI;Karim;1996-10-05;8 Place Wilson, Villeurbanne;502689856;karim.trivini@hotmail.com
M.;MELLADA QUONTANA;Louis-Jean;1991-10-31;16 Rue de la Prairie, Villeurbanne;304333735;louis-jean.mellada-quontana@outlook.com
M.;BURGIS HARRERE;Vincent;1973-04-26;16 Rue Jean Ottavi, Villeurbanne;427316387;vburgisharrere6760@outlook.com
Mme;EMAYAL;Julie;1991-11-11;18 Allée des Enfants, Villeurbanne;250110196;jemayal@gmail.com
M.;MATAGIT;Moez;1979-01-30;16 Rue Pascal, Villeurbanne;645490503;mmatagit9413@hotmail.com
Mme;BENNIT;Liliana;1983-04-05;20 Rue du Roulet, Villeurbanne;483098974;lbennit9568@outlook.com
M.;ZOAURAR;Adrian Alejandro;1984-06-03;4 Rue Louis Adam, Villeurbanne;531638893;azoaurar@outlook.com
M.;DUPORTOL;Radu;1984-02-24;4 Rue Monge, Villeurbanne;930748119;radu.duportol@yahoo.com
M.;IL MENSOURA;Yoann;1996-07-30;3 Rue Mansard, Villeurbanne;389667066;yilmensoura2193@hotmail.com
M.;PIREVERTAYLE;Fernando;1971-11-08;3 Rue Roger Lenoir, Villeurbanne;583765002;fernando.pirevertayle@gmail.com
M.;HSASSON;Banu;1985-04-27;12 Rue du Boulevard, Villeurbanne;802960190;banu.hsasson@yahoo.com
M.;FRESSERD;Stéphane;1995-07-29;5 Rue des Brosses, Villeurbanne;740521535;stephane.fresserd@yahoo.com
M.;LAGUOLLE;Othmane;1990-04-22;4 Rue Roger Lenoir, Villeurbanne;570561829;othmane.laguolle@gmail.com
M.;RAINORI;Benoît;1996-01-06;16 Rue Jean Ottavi, Villeurbanne;726029748;brainori4694@laposte.net
M.;AL FATHA;Antonio;1979-02-14;3 Rue Francis de Pressense, Villeurbanne;585006841;antonio.al-fatha@hotmail.com
M.;MOUZELA;Benjamin;1989-01-19;6 Rue Leo Lagrange, Villeurbanne;866688688;benjamin.mouzela@hotmail.com
M.;CLOMENT;Charlie;1987-06-07;8 Place de Croix Luizet, Villeurbanne;686619136;charlie.cloment@free.fr
M.;MAUHSANA;Maxime;1985-05-17;12 Rue du Tonkin, Villeurbanne;226839865;mmauhsana2154@outlook.com
M.;DUREF;Sylvain;1976-07-26;12 Impasse des Lilas, Villeurbanne;585537460;sduref@laposte.net
M.;GOTTIRO;Vitor Paulo;1992-03-13;20 Rue de Venise, Villeurbanne;747187125;vitor-paulo.gottiro@laposte.net
M.;VORRON;Vincent;1989-03-26;3 Rue Baudin, Villeurbanne;742734911;vincent.vorron@laposte.net
M.;DUCHIR;Anas;1978-11-18;3 Rue Sylvestre, Villeurbanne;217978846;anas.duchir@free.fr
M.;THARIND;Frédéric;1991-12-01;13 Rue d'Alsace, Villeurbanne;385086039;ftharind9839@outlook.com
M.;PEREORI-REIS;Alexandre;1990-12-18;10 Rue Jean Pierre Bredy, Villeurbanne;537439342;alexandre.pereori-reis@free.fr
M.;RABESCHE;Nicolas;1986-07-20;15 Rue Louis Malle, Villeurbanne;355448779;nrabesche@outlook.com
M.;LE RAY;Nicolas;1982-11-20;2 Rue Andree Brevet, Villeurbanne;556745873;nicolas.le-ray@free.fr
M.;RECHERD;Camille;1980-04-28;9 Rue Burais, Villeurbanne;688768595;crecherd@gmail.com
M.;THALOT;Libin;1985-07-22;10 Petite Rue de la Rize, Villeurbanne;663518853;libin.thalot@free.fr
M.;GISCHE;Vincent;1988-03-25;12 Rue des Fleurs, Villeurbanne;819372585;vgische@laposte.net
Mme;GAVREY;Myriam;1987-05-03;3 Rue Andree Brevet, Villeurbanne;661758831;mgavrey1840@laposte.net
M.;GUARIN;Jean-Marie;1984-09-29;19 Impasse Brive, Villeurbanne;625518856;jguarin8959@free.fr
M.;BERTHAER;Rafael;1994-01-11;1 Place des Passementiers, Villeurbanne;728322861;rberthaer2095@gmail.com
M.;FEUGARIY;Brice;1993-01-17;2 Rue Francis Chirat, Villeurbanne;360178075;brice.feugariy@hotmail.com
M.;JON;Julien;1995-03-26;12 Rue Son Tay, Villeurbanne;285669730;jjon3041@laposte.net
Mme;IL FATHO;Anéva;1979-02-21;6 Impasse des Glycines, Villeurbanne;286066103;ailfatho2061@outlook.com
M.;FARNENDEZ FERNANDEZ;Yoram;1988-05-15;5 Rue Louis Maynard, Villeurbanne;584603990;yoram.farnendez-fernandez@gmail.com
M.;PISCA;Yibin;1995-01-17;1 Rue des Charmettes, Villeurbanne;310206374;yibin.pisca@yahoo.com
M.;GISSMANN;Cyril;1986-12-23;3 Rue Yvonne, Villeurbanne;330759516;cyril.gissmann@laposte.net
Mme;RAOSS;Dounia;1990-06-25;7 Allée Marcel Doret, Villeurbanne;311501996;draoss@outlook.com
M.;LO;Rémy;1983-09-13;1 Rue Châteaubriand, Villeurbanne;657032250;remy.lo@outlook.com
Mme;RABESCHE;Claire;1992-05-08;4 Rue Camille Koechlin, Villeurbanne;806368526;crabesche@laposte.net
M.;KNOUER;Stéphane;1980-04-11;8 Allée du Couchant, Villeurbanne;928969191;stephane.knouer@hotmail.com
M.;DICONINCK;Nicolas;1979-08-21;9 ?Petite Rue de la Poudrette, Villeurbanne;751391384;nicolas.diconinck@laposte.net
M.;SCHIRTENLEEB;Sébastien;1994-03-09;2 Rue Raspail, Villeurbanne;767095190;sebastien.schirtenleeb@laposte.net
M.;DENG;Christophe;1988-05-21;3 Rue de la Solidarite, Villeurbanne;771980857;christophe.deng@hotmail.com
M.;GUILLAU;Jean-Brice;1990-03-20;7 Rue Louis Teillon, Villeurbanne;355628569;jguillau@gmail.com
M.;VOYRET;Victor;1985-10-31;2 Rue Jules Siegfried, Villeurbanne;369384026;victor.voyret@outlook.com
M.;GORNY;Cédric;1990-06-10;1 Rue Montgolfier, Villeurbanne;107488197;cgorny9575@gmail.com
M.;SILZGIBER;Raphael;1973-11-21;11 Rue de la Soie, Villeurbanne;601848765;raphael.silzgiber@hotmail.com
M.;ILBART;Tobias;1971-05-04;18 Rue de la Marne, Villeurbanne;982635020;tilbart9142@yahoo.com
M.;VIUXEUR;Sébastien;1983-09-08;3 Rue du Roulet, Villeurbanne;756530923;sviuxeur9319@gmail.com
M.;BONNES;Jetmir;1972-04-08;13 Avenue de Bel Air, Villeurbanne;301669316;jetmir.bonnes@gmail.com
M.;PAOI;Othmane;1997-10-14;20 Rue Bergonier, Villeurbanne;549477261;opaoi@laposte.net
M.;GUYORD;Paulo;1984-01-09;14 Rue Jules Siegfried, Villeurbanne;773271673;pguyord5987@hotmail.com
Mme;MILREC;Charlotte;1970-07-23;4 Rue Léon Blum, Villeurbanne;704616866;cmilrec9009@yahoo.com
M.;IRNAUD;Nicolas;1995-08-25;3 Rue Richelieu, Villeurbanne;301074955;nirnaud874@hotmail.com
M.;CHIUMOTTE;Romain;1997-07-21;10 Rue Richelieu, Villeurbanne;163842232;romain.chiumotte@hotmail.com
